1,1,56.53,149.00,19.41,36.00,1,-1,-1,-1
2,1,57.66,149.00,18.28,36.33,1,-1,-1,-1
3,1,59.62,148.67,16.88,36.33,1,-1,-1,-1
4,1,60.75,149.00,16.03,36.33,1,-1,-1,-1
5,1,61.31,148.33,16.59,36.33,1,-1,-1,-1
6,1,61.59,148.33,16.59,36.67,1,-1,-1,-1
7,1,62.44,148.33,16.88,37.00,1,-1,-1,-1
8,1,63.28,147.67,16.88,37.33,1,-1,-1,-1
9,1,64.12,148.00,16.59,37.33,1,-1,-1,-1
10,1,64.41,148.33,18.56,36.67,1,-1,-1,-1
11,1,65.53,148.67,19.69,36.33,1,-1,-1,-1
12,1,65.53,148.33,20.53,37.00,1,-1,-1,-1
13,1,66.66,148.33,21.09,37.00,1,-1,-1,-1
14,1,67.50,148.67,20.25,37.00,1,-1,-1,-1
15,1,67.50,148.33,20.53,37.00,1,-1,-1,-1
16,1,68.06,148.33,20.25,37.00,1,-1,-1,-1
17,1,68.34,148.00,19.97,37.33,1,-1,-1,-1
18,1,69.47,148.00,19.12,37.33,1,-1,-1,-1
19,1,70.88,147.33,17.72,37.67,1,-1,-1,-1
20,1,72.00,147.33,17.16,37.33,1,-1,-1,-1
21,1,72.56,147.00,16.59,36.33,1,-1,-1,-1
22,1,73.69,147.00,16.59,35.67,1,-1,-1,-1
23,1,74.25,146.67,16.88,35.67,1,-1,-1,-1
24,1,74.53,146.33,17.16,36.67,1,-1,-1,-1
25,1,75.38,146.67,16.88,36.33,1,-1,-1,-1
26,1,76.22,146.67,16.88,36.00,1,-1,-1,-1
27,1,76.50,146.67,19.12,36.00,1,-1,-1,-1
28,1,77.62,147.00,19.97,35.33,1,-1,-1,-1
29,1,78.47,147.00,21.66,35.33,1,-1,-1,-1
30,1,79.31,147.33,22.22,35.00,1,-1,-1,-1
31,1,79.88,147.33,22.22,34.67,1,-1,-1,-1
32,1,80.16,147.33,21.66,34.67,1,-1,-1,-1
33,1,80.44,147.33,22.78,35.00,1,-1,-1,-1
34,1,80.44,147.00,23.34,35.33,1,-1,-1,-1
35,1,80.72,147.33,22.78,35.00,1,-1,-1,-1
36,1,81.28,147.00,22.50,35.00,1,-1,-1,-1
37,1,82.41,147.00,22.22,35.33,1,-1,-1,-1
38,1,84.09,146.67,19.69,35.33,1,-1,-1,-1
39,1,85.22,146.33,19.12,35.67,1,-1,-1,-1
40,1,87.19,146.33,17.16,35.00,1,-1,-1,-1
41,1,88.31,145.67,16.88,35.67,1,-1,-1,-1
42,1,88.88,145.67,16.88,35.67,1,-1,-1,-1
43,1,89.72,146.00,16.59,35.67,1,-1,-1,-1
44,1,90.56,146.00,16.59,35.67,1,-1,-1,-1
45,1,91.12,146.00,17.16,35.67,1,-1,-1,-1
46,1,91.97,146.33,17.16,35.67,1,-1,-1,-1
47,1,92.53,146.00,19.69,35.67,1,-1,-1,-1
48,1,93.38,146.33,20.81,36.00,1,-1,-1,-1
49,1,93.66,146.33,21.94,35.67,1,-1,-1,-1
50,1,94.78,146.67,22.22,35.00,1,-1,-1,-1
51,1,94.78,146.33,22.50,35.67,1,-1,-1,-1
52,1,95.34,146.33,22.50,35.67,1,-1,-1,-1
53,1,95.34,146.67,23.06,34.67,1,-1,-1,-1
54,1,95.91,147.00,23.06,35.33,1,-1,-1,-1
55,1,96.19,146.33,22.78,36.00,1,-1,-1,-1
56,1,97.31,146.33,21.66,35.33,1,-1,-1,-1
57,1,98.72,146.00,20.81,35.67,1,-1,-1,-1
58,1,100.41,145.67,18.56,36.67,1,-1,-1,-1
59,1,102.09,145.67,17.44,36.67,1,-1,-1,-1
60,1,103.50,145.67,16.88,35.00,1,-1,-1,-1
61,1,104.34,145.67,16.88,35.67,1,-1,-1,-1
62,1,104.62,145.67,16.88,36.00,1,-1,-1,-1
63,1,105.47,145.33,17.16,36.00,1,-1,-1,-1
64,1,106.31,145.33,16.88,36.67,1,-1,-1,-1
65,1,106.88,146.00,18.00,35.33,1,-1,-1,-1
66,1,107.72,146.00,20.53,35.67,1,-1,-1,-1
67,1,108.56,146.00,21.94,35.67,1,-1,-1,-1
68,1,109.69,146.00,21.94,35.67,1,-1,-1,-1
69,1,110.25,146.00,21.94,34.67,1,-1,-1,-1
70,1,110.53,146.00,22.50,35.33,1,-1,-1,-1
71,1,110.81,146.33,22.78,35.33,1,-1,-1,-1
72,1,111.09,146.33,22.50,35.00,1,-1,-1,-1
73,1,111.38,146.00,22.78,35.33,1,-1,-1,-1
74,1,112.22,145.67,22.22,35.67,1,-1,-1,-1
75,1,113.91,145.33,19.97,36.00,1,-1,-1,-1
76,1,115.31,145.00,19.12,36.33,1,-1,-1,-1
77,1,117.00,145.33,18.28,36.33,1,-1,-1,-1
78,1,118.12,145.00,18.28,36.33,1,-1,1,-1
79,1,118.69,145.00,18.56,36.33,1,-1,-1,-1
80,1,119.53,145.00,18.56,36.33,1,-1,-1,-1
81,1,120.66,144.67,17.72,36.67,1,-1,-1,-1
82,1,120.94,145.00,18.28,36.00,1,-1,-1,-1
83,1,121.78,144.67,18.56,36.33,1,-1,-1,-1
84,1,122.62,145.00,19.12,36.00,1,-1,-1,-1
85,1,123.47,145.33,20.53,35.67,1,-1,-1,-1
86,1,124.03,145.00,21.94,36.00,1,-1,-1,-1
87,1,124.88,145.67,21.94,35.67,1,-1,-1,-1
88,1,125.16,145.00,22.50,36.33,1,-1,-1,-1
89,1,125.16,145.33,22.22,36.00,1,-1,-1,-1
90,1,126.00,145.00,21.09,36.67,1,-1,-1,-1
91,1,126.00,144.33,21.38,37.00,1,-1,-1,-1
92,1,127.12,145.33,21.09,36.00,1,-1,-1,-1
93,1,128.53,144.67,20.53,36.33,1,-1,-1,-1
94,1,129.66,144.33,19.97,36.67,1,-1,-1,-1
95,1,130.78,144.00,20.53,36.33,1,-1,-1,-1
96,1,131.62,143.67,19.69,36.00,1,-1,-1,-1
97,1,133.31,143.67,19.41,36.00,1,-1,-1,-1
98,1,133.59,142.67,19.12,37.33,1,-1,-1,-1
99,1,134.72,143.33,19.69,36.00,1,-1,-1,-1
100,1,135.84,143.67,17.16,36.00,1,-1,-1,-1
101,1,135.84,144.00,18.00,35.67,1,-1,-1,-1
102,1,136.69,143.67,18.84,35.67,1,-1,-1,-1
103,1,137.53,144.67,20.81,34.67,1,-1,-1,-1
104,1,136.12,144.00,24.19,35.00,1,-1,-1,-1
105,1,138.38,143.67,21.66,35.33,1,-1,-1,-1
106,1,138.94,143.67,21.66,35.67,1,-1,-1,-1
107,1,139.22,144.00,21.66,35.33,1,-1,-1,-1
108,1,139.78,144.00,21.38,35.33,1,-1,-1,-1
109,1,140.34,144.00,21.38,35.33,1,-1,-1,-1
110,1,141.47,143.67,20.53,35.67,1,-1,-1,-1
111,1,141.47,143.67,20.81,35.33,1,-1,-1,-1
112,1,143.16,143.33,19.69,34.67,1,-1,-1,-1
